-16.4218930499,16.1672502339,-14.2070978712
-16.2925164842,16.148282108,-14.1853856615
-16.1633904263,16.1293507094,-14.1637154925
-16.0345141492,16.1104559317,-14.1420872421
-15.8830460666,16.0232922794,-13.9188912713
-15.7551422375,16.0045113084,-13.8973386351
-15.6274855376,15.985766625,-13.8758276418
-15.3518572941,15.879886489,-13.6302324958
-15.2254173846,15.8613047128,-13.6088785475
-15.0787315203,15.7730249488,-13.3809521043
-14.9532714539,15.7545899711,-13.3597721619
-14.8077622565,15.6638010811,-13.123878286
-14.6833028682,15.6455433376,-13.102959214
-14.5384925345,15.5501374684,-12.852813137
-14.4150716674,15.5321034307,-12.8322858872
-14.0258953087,15.3934243979,-12.5184580006
-13.9040366656,15.3757521715,-12.4985971792
-13.7603273909,15.2604713761,-12.1876303291
-13.6396616348,15.2432018829,-12.1686634205
-13.4940928433,15.1077672993,-11.7968514714
-13.3747784388,15.0910702261,-11.7792509842
-12.9904739046,14.8920857573,-11.2804513669
-12.8731635045,14.8762777109,-11.2649994759
-12.7219680546,14.662202304,-10.6553138471
-12.6065986984,14.6476171599,-10.6430446566
-12.4914138113,14.6330553367,-10.6307950839
-12.3356707554,14.3496740452,-9.81135767174
-12.2229290804,14.3368933162,-9.80385046
-12.0603051198,13.9614393513,-8.70599223269
-11.5728491097,13.4723334769,-7.35258267387
-11.4670701353,13.4651622097,-7.36021521015
-11.3164606558,12.9960564937,-5.97386453064
-11.2142641388,12.9919894545,-5.98995066709
-11.0909850344,12.7353691295,-5.24294993535
-10.9907020881,12.7328294745,-5.26315349483
-25.6925328257,19.1156526635,-21.0637264504
-25.5364046609,19.097079035,-21.0502960658
-25.2906561461,18.9565408491,-20.687810251
-25.1357454789,18.9378807836,-20.6737753174
-24.9810871226,18.9192511107,-20.6597632431
-24.7479866705,18.7908125078,-20.3308581432
-24.5944467001,18.7720664098,-20.3161771861
-24.3706668849,18.6530687406,-20.0136269542
-24.2181731649,18.634187551,-19.9982399806
-24.0017641516,18.5222619803,-19.7153234772
-23.8502684219,18.5032373649,-19.6992183834
-23.6396541287,18.3964025089,-19.4302985041
-23.1335142014,18.2545971919,-19.1365288514
-22.9842059083,18.235328004,-19.1190637974
-22.7825042216,18.1340960572,-18.8648420227
-22.6341520683,18.1147051958,-18.8467372276
-22.435451096,18.0148382804,-18.5958651006
-22.2880610647,17.9953426998,-18.5771708918
-21.9455170054,17.8766385618,-18.3086346641
-21.7993658532,17.8570932566,-18.2894425354
-21.6062767716,17.7582265709,-18.0400732278
-21.4611128331,17.7386171702,-18.020409275
-21.2702318731,17.6399380408,-17.7709995013
-21.1260685593,17.6202853662,-17.7509238418
-20.9373688877,17.5217556538,-17.5013641169
-20.7942185128,17.5020798703,-17.4809351593
-20.3237454598,17.3644436253,-17.1900066768
-20.1821507006,17.3448373555,-17.1693571689
-19.9994764258,17.2468309807,-16.9197224278
-19.8184099366,17.1493998863,-16.6714036861
-19.678613967,17.1297983655,-16.6502672047
-19.222741762,16.9940275735,-16.3609887283
-19.0845086053,16.9745419346,-16.3397718932
-18.9099541972,16.8788210419,-16.0948823363
-18.7727527663,16.859388178,-16.0735396871
-18.6007632994,16.7647912847,-15.8313820785
-18.4645889421,16.7454204006,-15.8099431418
-18.2951869965,16.6520807431,-15.5709197972
-18.1600329806,16.632779405,-15.5494096549
-17.7251915846,16.5023776458,-15.270733234
-17.5616817611,16.4118309898,-15.0386326829
-17.428798626,16.3927231675,-15.0170828523
-17.2677872984,16.3035626849,-14.7885368161
-17.1358955204,16.2845402825,-14.7669725435
-17.0042577218,16.265554511,-14.7454497964
-16.7157345623,16.1588511316,-14.49865565
-16.585328703,16.1399915668,-14.4771764678
-16.4304849894,16.0533745915,-14.2547112588
-16.3010493554,16.0346097837,-14.2332521613
-16.1483630561,15.948847722,-14.0128072892
-16.0198913457,15.9301841877,-13.9913900184
-15.8691886794,15.8448473621,-13.771696193
-15.7416780544,15.8262942113,-13.7503494791
-15.3398867395,15.7039185721,-13.4870727135
-15.2138260491,15.6855600108,-13.4659185003
-15.0678205123,15.5990629256,-13.2413567161
-14.9427288675,15.5808474512,-13.2203711359
-14.7978716045,15.4918476245,-12.9878137328
-14.6737699791,15.4738053421,-12.9670832646
-14.5295865117,15.3802222764,-12.7202820252
-14.4065127866,15.3623991248,-12.6999369929
-14.0186136707,15.2260275912,-12.3898639218
-13.8970889474,15.2085598842,-12.3701770821
-13.7539492614,15.0952989891,-12.0627364558
-13.6336065099,15.0782273298,-12.0439346664
-13.488595119,14.9450370191,-11.6758959787
-13.3695922217,14.928529066,-11.6584493968
-12.9864358746,14.7325060639,-11.1641136348
-12.8694224473,14.7168745653,-11.148800278
-12.7187522375,14.5059379424,-10.543905438
-12.6036660295,14.4915129946,-10.5317550089
-12.4887633907,14.4771110555,-10.5196239605
-12.3335299657,14.1976536759,-9.70586061031
-12.2210547319,14.1850101169,-9.69844538889
-12.0589320273,13.8145022658,-8.60736750144
-11.572652099,13.3315216172,-7.26173717613
-11.4671005372,13.324420274,-7.26938847735
-11.3168589198,12.861104018,-5.89037124184
-11.214871445,12.857071635,-5.90644075451
-11.0918673669,12.603706491,-5.16371142007
-10.9917829915,12.6011845603,-5.18388259642
-13.97908312,0.679526102038,32.1518660348
-13.9607035412,0.679154795894,32.147883901
-13.1463023948,0.158390001023,33.5293610072
-12.2951657864,-0.391056720774,34.98919085
-11.3912471547,-0.971174441017,36.5290399851
-10.4671021626,-1.58425262518,38.1650663366
-9.49818503873,-2.23288281032,39.8984257339
-9.49974818354,-2.23292073263,39.8989791096
-32.442643318,22.6016935355,-30.4176853348
-31.7536877539,22.0283992098,-28.8389255014
-31.570634816,22.0057013944,-28.8198916532
-30.6038711406,21.4635430879,-27.4148452155
-30.4262607042,21.4421017838,-27.3981741588
-29.8904315195,21.009051543,-26.2099247893
-29.4078581941,20.6308688029,-25.1763105398
-29.2376550893,20.6110653946,-25.1626321273
-28.8041814456,20.2814680449,-24.2654061051
-28.637038753,20.2622233561,-24.2525996271
-28.0812112778,19.9560483657,-23.4618753739
-27.916957441,19.9372417587,-23.4496160311
-27.5637093225,19.6867463782,-22.7743640694
-27.401718246,19.6682201649,-22.7623394546
-27.0788332547,19.4490841808,-22.1754898159
-26.918798267,19.430730835,-22.1634533406
-26.46320256,19.2200284526,-21.6396923496
-26.3051158415,19.2017871895,-21.6274584192
-26.0305151517,19.031786458,-21.1789231952
-25.8739182161,19.0135561499,-21.1663073545
-25.6168517396,18.8620718134,-20.7700798901
-25.461576564,18.8437953603,-20.756952635
-25.2188316219,18.7073429452,-20.4031652219
-24.6805601354,18.5459681077,-20.0548596145
-24.5278185462,18.5275140448,-20.0404766395
-24.3065939113,18.4120237257,-19.745439872
-24.1548752105,18.3934331095,-19.7303495984
-23.940857721,18.2848081283,-19.4545100038
-23.7901149211,18.2660728687,-19.4387005525
-23.5817523721,18.1623735089,-19.176499113
-23.0791865255,18.0241468889,-18.8897388473
-22.9305873937,18.0051640765,-18.8725664216
-22.7308925816,17.9068285272,-18.6245160165
-22.5832299922,17.8877227012,-18.6067022158
-22.3864408436,17.7906646491,-18.3617873853
-22.2397213255,17.7714525552,-18.3433821186
-21.8996541758,17.655764937,-18.0809011503
-21.7541526785,17.6365006675,-18.0619947899
-21.5627920122,17.5403024946,-17.8182213836
